StreetAddress,CityZip,State
61665 Beilfuss Point,Guilderland Center_12085,NY
762 Transport Terrace,Albany_12208,NY
07 Lotheville Trail,Troy_12183,NY
81165 Columbus Avenue,Albany_12206,NY
2496 Waywood Junction,Albany_12210,NY
4967 Chinook Street,Green Island_12183,NY
41100 Memorial Center,Coeymans Hollow_12046,NY
69 Scoville Street,Coeymans_12045,NY
5609 Kropf Way,Green Island_12183,NY
6157 Kedzie Street,Medusa_12120,NY
1093 Esch Court,Albany_12203,NY
658 Hoepker Court,Albany_12207,NY
127 Colorado Trail,Albany_12227,NY
3 Fisk Trail,Rensselaerville_12147,NY
608 Esker Alley,Watervliet_12189,NY
947 Emmet Plaza,Green Island_12183,NY
7 Fisk Alley,Colonie_12205,NY
3606 Lindbergh Road,Glenmont_12077,NY
8587 Brickson Park Avenue,Latham_12110,NY
9 Fuller Lane,Albany_12223,NY
86 Kipling Hill,South Bethlehem_12161,NY
24 Granby Trail,Albany_12204,NY
63599 Prentice Pass,Feura Bush_12067,NY
7298 Kim Place,Albany_12202,NY
1185 Beilfuss Point,Albany_12226,NY
68 Dexter Drive,Rensselaerville_12147,NY
27724 Mifflin Drive,Ravena_12143,NY
0 Cherokee Court,Mckownville_12203,NY
7606 Fair Oaks Drive,Voorheesville_12186,NY
86 Hagan Drive,Albany_12210,NY
99 Village Green Avenue,Watervliet_12189,NY
996 Troy Alley,Coeymans_12045,NY
2 Toban Pass,Albany_12202,NY
7072 Pierstorff Court,Knox_12107,NY
1295 Arkansas Place,Albany_12201,NY
4443 Stoughton Alley,Latham_12128,NY
23114 Karstens Crossing,Ravena_12143,NY
0532 2nd Parkway,Preston Hollow_12469,NY
9280 Melby Park,Selkirk_12158,NY
6 Victoria Court,Guilderland Center_12085,NY
50 Ohio Junction,Delmar_12054,NY
737 Elka Crossing,Albany_12208,NY
7846 Loomis Plaza,Guilderland_12084,NY
121 Hazelcrest Park,Albany_12212,NY
06 Nobel Plaza,Albany_12210,NY
23203 Spenser Terrace,Troy_12183,NY
07376 Utah Alley,Coeymans Hollow_12046,NY
3 Magdeline Alley,Newtonville_12128,NY
3956 Muir Terrace,Knox_12107,NY
38 Mockingbird Hill,Albany_12208,NY
89 Mendota Avenue,Albany_12212,NY
044 Michigan Drive,Rensselaerville_12147,NY
0000 Lawn Plaza,Feura Bush_12067,NY
875 Golf Course Terrace,Green Island_12183,NY
43 Lighthouse Bay Park,Berne_12023,NY
96730 Lunder Lane,Delmar_12054,NY
6 David Pass,Mckownville_12203,NY
79 New Castle Road,Albany_12210,NY
16215 Mallory Crossing,Clarksville_12041,NY
18 Toban Park,Colonie_12205,NY
566 Elgar Terrace,Rensselaerville_12147,NY
4365 Victoria Pass,Menands_12204,NY
0502 Magdeline Crossing,South Bethlehem_12161,NY
03 Gerald Place,Albany_12204,NY
3 Westport Center,Voorheesville_12186,NY
29 Dapin Crossing,Green Island_12183,NY
83 Miller Pass,Loudonville_12211,NY
73 Brown Trail,Altamont_12009,NY
40314 Barnett Pass,Latham_12128,NY
7545 Golf Course Point,Albany_12227,NY
74027 Waywood Terrace,Berne_12023,NY
500 Riverside Junction,Preston Hollow_12469,NY
0 Onsgard Point,Newtonville_12110,NY
6 Superior Trail,Albany_12203,NY
8 Monterey Trail,South Bethlehem_12161,NY
812 Dorton Trail,Albany_12206,NY
1339 Holmberg Junction,Siena_12211,NY
36038 Orin Plaza,Watervliet_12189,NY
57 Duke Lane,Albany_12205,NY
7210 Del Mar Park,Albany_12227,NY
170 Lunder Hill,Selkirk_12158,NY
501 Michigan Parkway,Albany_12212,NY
94982 Stuart Circle,East Berne_12059,NY
680 Pepper Wood Park,Latham_12110,NY
74 Tomscot Crossing,South Bethlehem_12161,NY
276 Eastlawn Park,Albany_12224,NY
5 Coleman Street,Roessleville_12205,NY
135 Bultman Trail,Albany_12227,NY
3590 Hoepker Point,Menands_12204,NY
7 Mosinee Plaza,Albany_12201,NY
46609 Forest Dale Trail,Albany_12247,NY
45241 Schmedeman Way,Albany_12226,NY
9 Northfield Road,Roessleville_12205,NY
6316 Moland Road,Latham_12128,NY
5 Milwaukee Court,Albany_12227,NY
59 Schurz Street,Cohoes_12047,NY
03 Colorado Center,Guilderland_12084,NY
04124 Namekagon Lane,Mckownville_12203,NY
72164 Northridge Place,Feura Bush_12067,NY
744 Swallow Court,Watervliet_12189,NY
624 Jackson Trail,Rensselaerville_12147,NY
57458 Blackbird Plaza,Albany_12204,NY
8 Waubesa Point,Menands_12204,NY
220 Vernon Avenue,Albany_12207,NY
152 Lakewood Gardens Road,Menands_12204,NY
340 Anhalt Lane,Dormansville_12055,NY
30334 Kennedy Place,Selkirk_12158,NY
4277 Talmadge Junction,Dormansville_12055,NY
5 Calypso Drive,Coeymans_12045,NY
1 Sycamore Hill,Coeymans_12045,NY
9420 Carioca Junction,Delmar_12054,NY
670 Jackson Center,Guilderland_12084,NY
9795 Montana Alley,Albany_12204,NY
0424 Manufacturers Avenue,Rensselaerville_12147,NY
51361 Clarendon Plaza,Green Island_12183,NY
34 Southridge Terrace,Albany_12212,NY
892 Schurz Street,Albany_12225,NY
3 Barnett Circle,Coeymans Hollow_12046,NY
851 Kipling Terrace,Cohoes_12047,NY
823 Dovetail Avenue,Mckownville_12203,NY
59068 Londonderry Street,Altamont_12009,NY
87155 Gateway Road,Coeymans Hollow_12046,NY
649 Ludington Way,Knox_12107,NY
531 Superior Place,Mckownville_12203,NY
721 Dawn Lane,Alcove_12007,NY
24 Truax Road,Menands_12204,NY
40941 Prairieview Place,Albany_12204,NY
88 Spaight Alley,Voorheesville_12186,NY
17 Truax Road,Feura Bush_12067,NY
2 Basil Terrace,Selkirk_12158,NY
8 Judy Center,South Bethlehem_12161,NY
7 Luster Place,Green Island_12183,NY
5 Manitowish Street,Rensselaerville_12147,NY
41 Maywood Crossing,Albany_12203,NY
30 Golf View Circle,Siena_12211,NY
9980 Heath Circle,Knox_12107,NY
75 Rowland Trail,Albany_12212,NY
60271 Atwood Crossing,Albany_12227,NY
73091 Anniversary Lane,Berne_12023,NY
71 Meadow Valley Lane,Newtonville_12110,NY
6 Myrtle Terrace,Alcove_12007,NY
3340 Judy Circle,Albany_12204,NY
2 Blaine Drive,Berne_12023,NY
12444 Farwell Pass,Selkirk_12158,NY
7 Meadow Ridge Terrace,Mckownville_12203,NY
54900 Washington Parkway,Albany_12212,NY
62028 Westerfield Crossing,Albany_12208,NY
35 Transport Way,Albany_12202,NY
9220 Ridge Oak Parkway,Albany_12202,NY
393 Amoth Junction,Albany_12226,NY
0 Arizona Trail,Albany_12224,NY
0953 Pine View Junction,Guilderland Center_12085,NY
035 Carey Junction,Albany_12226,NY
63414 Crowley Way,Albany_12220,NY
26 Hintze Place,Albany_12210,NY
0 Vera Point,Siena_12211,NY
6 Delladonna Circle,Loudonville_12211,NY
90 Montana Terrace,Roessleville_12205,NY
061 Fallview Way,Albany_12210,NY
2 Warrior Plaza,Colonie_12205,NY
2 Brentwood Place,Preston Hollow_12469,NY
53 Morningstar Point,Slingerlands_12159,NY
99 Thackeray Center,Albany_12220,NY
91 Jay Parkway,East Berne_12059,NY
421 Comanche Trail,Albany_12202,NY
38 Gina Parkway,Alcove_12007,NY
835 Riverside Avenue,Cohoes_12047,NY
32 Ilene Court,Albany_12201,NY
22 Larry Circle,Clarksville_12041,NY
383 Vera Way,Rensselaerville_12147,NY
1 Katie Trail,Loudonville_12211,NY
9838 Kenwood Park,South Bethlehem_12161,NY
39123 Marcy Court,Menands_12204,NY
08901 Ronald Regan Way,Roessleville_12205,NY
0687 Jenna Street,Preston Hollow_12469,NY
8 Washington Trail,Loudonville_12211,NY
7 Spenser Way,Albany_12227,NY
0 Corscot Center,Colonie_12205,NY
13 Schurz Junction,Albany_12210,NY
36559 Warbler Circle,Albany_12224,NY
44338 Moose Terrace,Colonie_12205,NY
33 Debs Junction,Albany_12204,NY
6082 Paget Crossing,Albany_12225,NY
59062 Oakridge Lane,Dormansville_12055,NY
0 Graedel Hill,Albany_12226,NY
663 Chive Trail,Watervliet_12189,NY
47161 Brickson Park Court,Coeymans Hollow_12046,NY
19716 Stuart Drive,Knox_12107,NY
348 Arrowood Plaza,Albany_12202,NY
30506 Huxley Center,Latham_12110,NY
74 Rusk Pass,Troy_12183,NY
30 Ruskin Way,Troy_12183,NY
0509 Kipling Court,Glenmont_12077,NY
37238 Stoughton Circle,Colonie_12205,NY
31430 Hooker Lane,Albany_12205,NY
550 Elmside Street,Siena_12211,NY
9 Green Junction,Clarksville_12041,NY
64957 Quincy Street,Delmar_12054,NY
07484 Mosinee Road,Albany_12201,NY
19916 Saint Paul Lane,Rensselaerville_12147,NY
3 Kennedy Circle,Coeymans Hollow_12046,NY
860 Sheridan Avenue,Glenmont_12077,NY
70257 Upham Terrace,Latham_12128,NY
095 Northridge Avenue,Delmar_12054,NY
45 Shopko Parkway,Troy_12183,NY
350 Lawn Court,Albany_12205,NY
3408 Victoria Junction,Albany_12211,NY
4 Atwood Pass,Voorheesville_12186,NY
0907 Westport Way,Siena_12211,NY
0 Shopko Place,Berne_12023,NY
892 High Crossing Center,Albany_12211,NY
5432 Bultman Plaza,Cohoes_12047,NY
3 Acker Lane,East Berne_12059,NY
298 Pawling Junction,Albany_12201,NY
73990 Morrow Trail,Albany_12211,NY
58420 Jackson Drive,Clarksville_12041,NY
0 Oak Valley Terrace,Albany_12225,NY
25912 Monument Avenue,Mckownville_12203,NY
96 Sundown Alley,Albany_12204,NY
51 Steensland Alley,Albany_12212,NY
9 Memorial Hill,Watervliet_12189,NY
7932 Dennis Point,Albany_12202,NY
488 Roxbury Place,Selkirk_12158,NY
7304 Upham Pass,Albany_12260,NY
39 Bultman Terrace,Albany_12226,NY
73105 Homewood Road,Glenmont_12077,NY
32 Kensington Place,Ravena_12143,NY
07912 2nd Road,Rensselaerville_12147,NY
8 Anniversary Way,Feura Bush_12067,NY
19 Browning Street,Berne_12023,NY
8 Southridge Point,Albany_12220,NY
6 Trailsway Trail,Mckownville_12203,NY
05 Gerald Terrace,Watervliet_12189,NY
0492 Loeprich Alley,Ravena_12143,NY
7959 Anzinger Alley,Guilderland Center_12085,NY
5 Briar Crest Parkway,Menands_12204,NY
92237 Springview Avenue,Albany_12225,NY
6997 Schurz Drive,Knox_12107,NY
0122 Farragut Drive,Albany_12205,NY
6373 Calypso Avenue,Albany_12202,NY
7639 Green Circle,Coeymans Hollow_12046,NY
210 Dawn Road,South Bethlehem_12161,NY
0 4th Crossing,Altamont_12009,NY
79 Merrick Way,Medusa_12120,NY
2 Jay Street,Preston Hollow_12469,NY
7 Mallory Drive,Colonie_12205,NY
3 Vahlen Lane,Feura Bush_12067,NY
73 Bultman Junction,Delmar_12054,NY
27 Hollow Ridge Pass,Menands_12204,NY
2823 Kropf Road,Preston Hollow_12469,NY
1017 Kropf Point,Rensselaerville_12147,NY
9 Lukken Avenue,Albany_12220,NY
83 Eliot Pass,Latham_12128,NY
64408 Iowa Alley,Voorheesville_12186,NY
1 Sunnyside Road,Delmar_12054,NY
79 Dovetail Drive,Berne_12023,NY
1799 Thierer Terrace,Watervliet_12189,NY
2569 Nova Drive,Albany_12205,NY
7780 Roth Park,Loudonville_12211,NY
3388 Merrick Terrace,Cohoes_12047,NY
511 Banding Circle,Albany_12207,NY
725 Summer Ridge Park,Albany_12204,NY
0 Oakridge Circle,Selkirk_12158,NY
15998 Lyons Crossing,Troy_12183,NY
53 Stone Corner Way,Alcove_12007,NY
57 Cascade Drive,Albany_12208,NY
90301 Morning Plaza,Albany_12212,NY
27 School Crossing,Albany_12207,NY
77 Johnson Avenue,Medusa_12120,NY
94 Hansons Alley,Delmar_12054,NY
6003 Eggendart Parkway,Clarksville_12041,NY
6 Southridge Lane,Siena_12211,NY
062 Bonner Avenue,Coeymans Hollow_12046,NY
1403 Longview Street,Albany_12226,NY
0361 Hanover Street,Albany_12208,NY
210 Sycamore Alley,Albany_12260,NY
090 Grayhawk Court,Albany_12203,NY
2629 Oneill Way,Troy_12183,NY
5392 Farmco Avenue,Albany_12211,NY
7 Sunfield Circle,Albany_12208,NY
9 Truax Terrace,Albany_12260,NY
1822 Bay Road,Albany_12206,NY
7079 Butterfield Place,Selkirk_12158,NY
024 Dorton Drive,Voorheesville_12186,NY
36 Bunting Center,Albany_12247,NY
04 Grim Avenue,Loudonville_12211,NY
1974 Park Meadow Lane,Preston Hollow_12469,NY
3 Carpenter Crossing,Albany_12211,NY
032 Hermina Avenue,Albany_12260,NY
160 Northland Road,Albany_12260,NY
80 Spenser Circle,East Berne_12059,NY
9 Troy Terrace,Albany_12204,NY
59168 Holmberg Place,Albany_12225,NY
4 Washington Lane,Albany_12208,NY
41 Menomonie Parkway,Selkirk_12158,NY
6778 Declaration Court,Delmar_12054,NY
1 Union Drive,Rensselaerville_12147,NY
7599 Dennis Junction,Selkirk_12158,NY
18305 Carey Parkway,Selkirk_12158,NY
8 Northfield Avenue,Albany_12207,NY
3824 Shelley Place,Newtonville_12110,NY
71 Sachtjen Pass,Coeymans Hollow_12046,NY
1 Saint Paul Parkway,Roessleville_12205,NY
40 Union Street,Siena_12211,NY
941 Merrick Avenue,Alcove_12007,NY
5 Merrick Hill,Latham_12128,NY
12 Bartelt Point,Dormansville_12055,NY
8 Nobel Trail,East Berne_12059,NY
66 Dovetail Park,Latham_12128,NY
997 Division Parkway,Troy_12183,NY
41115 Bluestem Alley,South Bethlehem_12161,NY
476 Oneill Terrace,Albany_12224,NY
318 Anniversary Lane,Menands_12204,NY
49 Ronald Regan Court,Glenmont_12077,NY
32528 Nevada Circle,Medusa_12120,NY
30 Melrose Terrace,Coeymans Hollow_12046,NY
314 Holmberg Place,Albany_12208,NY
0679 Graceland Avenue,Albany_12225,NY
87208 Northwestern Drive,Voorheesville_12186,NY
39 Prentice Point,Albany_12247,NY
8103 Michigan Court,Troy_12183,NY
7 Eagle Crest Alley,Feura Bush_12067,NY
30 Waubesa Crossing,Watervliet_12189,NY
61973 East Avenue,Albany_12227,NY
60290 Moland Lane,Rensselaerville_12147,NY
8801 Mayfield Crossing,Albany_12225,NY
840 Memorial Pass,Dormansville_12055,NY
22288 Burrows Lane,Albany_12220,NY
221 Village Green Trail,Albany_12210,NY
13105 Pawling Lane,Cohoes_12047,NY
491 Carpenter Pass,Selkirk_12158,NY
4641 Sheridan Way,Menands_12204,NY
346 Kedzie Junction,Albany_12247,NY
8884 Surrey Point,Newtonville_12128,NY
6 Briar Crest Center,Feura Bush_12067,NY
856 Everett Road,Albany_12212,NY
6945 Jackson Trail,Ravena_12143,NY
30702 Kropf Terrace,Slingerlands_12159,NY
2 Leroy Street,Albany_12225,NY
551 Summit Place,South Bethlehem_12161,NY
58 Marcy Lane,Dormansville_12055,NY
25309 Spaight Hill,Troy_12183,NY
723 Rieder Junction,Guilderland Center_12085,NY
6463 Canary Drive,Siena_12211,NY
656 Cascade Parkway,East Berne_12059,NY
46236 Parkside Way,Knox_12107,NY
13465 Hauk Point,Albany_12205,NY
39124 Delaware Center,Mckownville_12203,NY
42 Banding Hill,Newtonville_12128,NY
078 Express Avenue,Albany_12206,NY
1073 Caliangt Alley,Albany_12204,NY
76 Harbort Point,Latham_12128,NY
0980 Schiller Street,Rensselaerville_12147,NY
84 Derek Place,Altamont_12009,NY
22635 Hermina Street,Watervliet_12189,NY
2 Porter Place,Cohoes_12047,NY
82186 Mifflin Pass,Green Island_12183,NY
34239 Brentwood Hill,Albany_12204,NY
88 Pond Pass,Albany_12260,NY
21191 Memorial Way,Medusa_12120,NY
2743 Brentwood Plaza,Albany_12207,NY
191 Kings Pass,Feura Bush_12067,NY
57 Arizona Trail,Albany_12206,NY
19 Steensland Plaza,Altamont_12009,NY
5 Westerfield Hill,Clarksville_12041,NY
99 Express Drive,Green Island_12183,NY
870 Magdeline Place,Newtonville_12128,NY
7582 Burrows Road,Alcove_12007,NY
84017 Waywood Court,Guilderland_12084,NY
33698 Cordelia Plaza,Albany_12209,NY
6 Comanche Hill,Albany_12212,NY
918 Green Trail,Newtonville_12128,NY
05 Mandrake Place,Albany_12225,NY
6482 Harper Street,Green Island_12183,NY
5333 Pawling Point,Selkirk_12158,NY
70 Monterey Avenue,Feura Bush_12067,NY
098 Warner Street,Coeymans Hollow_12046,NY
4083 New Castle Alley,Clarksville_12041,NY
3540 Lukken Drive,Guilderland Center_12085,NY
70030 Mcbride Terrace,Latham_12110,NY
155 Tennessee Avenue,South Bethlehem_12161,NY
6 Maywood Park,Green Island_12183,NY
72580 Prairie Rose Hill,Medusa_12120,NY
2185 Pawling Junction,Albany_12227,NY
888 Vera Hill,Guilderland Center_12085,NY
3417 Carpenter Trail,Watervliet_12189,NY
61074 Waxwing Street,Green Island_12183,NY
688 Myrtle Crossing,Alcove_12007,NY
8 3rd Drive,Dormansville_12055,NY
539 Dixon Plaza,Troy_12183,NY
349 Sauthoff Crossing,Preston Hollow_12469,NY
773 Talisman Center,Ravena_12143,NY
13 Golf Center,Albany_12224,NY
3 Oneill Lane,Albany_12202,NY
39 Old Gate Center,Albany_12220,NY
403 Karstens Plaza,Clarksville_12041,NY
8 Mandrake Crossing,Roessleville_12205,NY
647 Victoria Center,Albany_12207,NY
4944 Waxwing Terrace,Albany_12220,NY
922 Crest Line Hill,Albany_12208,NY
096 David Trail,Latham_12110,NY
558 Carey Street,Latham_12128,NY
542 Ridgeway Road,South Bethlehem_12161,NY
64 Ramsey Pass,Albany_12227,NY
85735 Talisman Park,Albany_12226,NY
40818 Gulseth Plaza,Albany_12225,NY
8776 Tennessee Alley,Albany_12227,NY
59164 Westridge Place,Albany_12203,NY
21364 Sutteridge Pass,Albany_12224,NY
56636 Gulseth Court,Siena_12211,NY
9 Northview Circle,Albany_12227,NY
42 Sachs Court,Guilderland_12084,NY
0 Stone Corner Lane,Menands_12204,NY
8344 Schlimgen Park,Guilderland_12084,NY
48633 Stang Crossing,Green Island_12183,NY
52339 Northwestern Plaza,Albany_12226,NY
37628 Hermina Point,Delmar_12054,NY
3941 Homewood Alley,South Bethlehem_12161,NY
6 Menomonie Center,Albany_12220,NY
21 Coleman Lane,East Berne_12059,NY
721 Mcbride Alley,Berne_12023,NY
1608 Utah Circle,Cohoes_12047,NY
0 Tennyson Court,Albany_12203,NY
2 Grayhawk Lane,Albany_12208,NY
89680 Dwight Trail,Medusa_12120,NY
4 Del Mar Drive,Ravena_12143,NY
5751 Oriole Street,Glenmont_12077,NY
335 Express Circle,Guilderland_12084,NY
0 Shopko Hill,Albany_12220,NY
65 Charing Cross Pass,Ravena_12143,NY
6409 Hallows Drive,Green Island_12183,NY
340 Golf Course Court,Albany_12205,NY
3266 Veith Drive,Green Island_12183,NY
45 Forest Way,Voorheesville_12186,NY
2398 Basil Way,South Bethlehem_12161,NY
42832 Hoffman Circle,Albany_12212,NY
124 Little Fleur Point,Altamont_12009,NY
39 Helena Trail,Menands_12204,NY
65 Spaight Drive,Troy_12183,NY
775 Dunning Avenue,Knox_12107,NY
17 Darwin Circle,Menands_12204,NY
19 Mifflin Avenue,Troy_12183,NY
6 Lakewood Lane,Albany_12223,NY
69 Mandrake Terrace,East Berne_12059,NY
21 Jenifer Hill,East Berne_12059,NY
2584 Dunning Drive,Menands_12204,NY
95 Darwin Place,Colonie_12205,NY
06 American Ash Drive,Albany_12201,NY
1 Hallows Center,Albany_12223,NY
3 Trailsway Park,Albany_12203,NY
5283 Tony Pass,Albany_12204,NY
4 Thompson Court,Albany_12223,NY
2 Myrtle Circle,Albany_12201,NY
22 Grover Place,Guilderland_12084,NY
67613 Brown Trail,Newtonville_12110,NY
8870 Mendota Park,Loudonville_12211,NY
08 Arizona Parkway,Cohoes_12047,NY
90 Annamark Crossing,Albany_12203,NY
702 2nd Court,Loudonville_12211,NY
3 Hansons Pass,Feura Bush_12067,NY
49579 Corben Road,Dormansville_12055,NY
82418 Vahlen Alley,Roessleville_12205,NY
681 Rusk Park,Albany_12223,NY
6442 Coleman Pass,Guilderland Center_12085,NY
6 Vermont Drive,Berne_12023,NY
394 Daystar Plaza,Albany_12210,NY
08492 Loeprich Center,Newtonville_12110,NY
33500 Farmco Point,Latham_12128,NY
35041 Northport Lane,Medusa_12120,NY
26508 Spohn Trail,Dormansville_12055,NY
28098 North Terrace,Selkirk_12158,NY
1112 Pierstorff Pass,Albany_12224,NY
7 Brickson Park Avenue,Guilderland_12084,NY
15999 Claremont Drive,Troy_12183,NY
1545 David Trail,Altamont_12009,NY
98686 Bunker Hill Way,Berne_12023,NY
77232 Spohn Center,Watervliet_12189,NY
129 Manitowish Circle,Preston Hollow_12469,NY
309 Garrison Park,Guilderland_12084,NY
361 Meadow Vale Lane,Albany_12260,NY
9821 Bartelt Place,Albany_12227,NY
948 Doe Crossing Parkway,Guilderland Center_12085,NY
0 Almo Point,Albany_12210,NY
2 Sullivan Terrace,Guilderland_12084,NY
602 Tennessee Court,Mckownville_12203,NY
811 Porter Road,Albany_12204,NY
8 Cody Hill,Albany_12208,NY
52 Kim Circle,Newtonville_12128,NY
869 Clarendon Road,Albany_12206,NY
5 Myrtle Circle,Albany_12204,NY
534 Holy Cross Parkway,Albany_12226,NY
310 Kipling Junction,Albany_12260,NY
6319 Lighthouse Bay Alley,Altamont_12009,NY
892 Sage Point,Feura Bush_12067,NY
86 Esch Terrace,Albany_12212,NY
9 Darwin Drive,Albany_12212,NY
30109 Bashford Way,Voorheesville_12186,NY
473 Stang Parkway,East Berne_12059,NY
78070 Amoth Terrace,Troy_12183,NY
70 Drewry Road,Roessleville_12205,NY
93761 Graceland Circle,Watervliet_12189,NY
3 Nelson Way,Albany_12203,NY
5 Menomonie Street,Guilderland_12084,NY
91623 Ramsey Pass,Preston Hollow_12469,NY
655 Prairieview Circle,Glenmont_12077,NY
225 Gateway Pass,Dormansville_12055,NY
2520 Kennedy Park,Alcove_12007,NY
0523 Pennsylvania Terrace,Albany_12220,NY
4420 Claremont Road,Latham_12110,NY
690 Shoshone Road,Albany_12201,NY
0974 Nova Drive,Watervliet_12189,NY
1812 Browning Road,Albany_12207,NY
9 Marquette Plaza,Knox_12107,NY
8 Daystar Circle,Slingerlands_12159,NY
6510 Harbort Terrace,Latham_12128,NY
2291 Knutson Hill,Guilderland Center_12085,NY
55837 Havey Junction,Ravena_12143,NY
3146 Garrison Alley,Albany_12205,NY
61564 Granby Point,Albany_12212,NY
30 Bunker Hill Point,Albany_12210,NY
2582 Clove Crossing,Albany_12224,NY
1 Miller Parkway,Coeymans Hollow_12046,NY
5 4th Terrace,Knox_12107,NY
05314 Clyde Gallagher Street,Siena_12211,NY
48504 Burning Wood Terrace,Albany_12202,NY
6336 Lake View Point,Rensselaerville_12147,NY
206 Bultman Terrace,Albany_12224,NY
66 Mitchell Place,Altamont_12009,NY
08052 Pine View Road,Guilderland_12084,NY
5148 Victoria Way,Green Island_12183,NY
5 Transport Avenue,Albany_12204,NY
88544 Everett Plaza,Loudonville_12211,NY
61038 Nova Plaza,Guilderland_12084,NY
00 Sunnyside Hill,Newtonville_12110,NY
65237 Thackeray Terrace,Albany_12210,NY
9390 Clemons Alley,Mckownville_12203,NY
047 Swallow Lane,Newtonville_12128,NY
74 Sachs Drive,Rensselaerville_12147,NY
32113 Blackbird Avenue,Clarksville_12041,NY
12 Donald Park,Glenmont_12077,NY
40778 Westerfield Way,Albany_12212,NY
612 Miller Pass,Medusa_12120,NY
0 Vernon Parkway,Watervliet_12189,NY
5 Dahle Terrace,Albany_12247,NY
35 Fordem Drive,Albany_12202,NY
1775 Tomscot Parkway,Berne_12023,NY
5851 Merrick Crossing,Selkirk_12158,NY
8995 Sachtjen Point,Albany_12225,NY
687 Melody Pass,Albany_12224,NY
60026 Burning Wood Lane,Albany_12209,NY
1 Ronald Regan Trail,Newtonville_12128,NY
33 Columbus Pass,Albany_12247,NY
981 Linden Crossing,Guilderland_12084,NY
9921 Mallard Way,Latham_12128,NY
02987 Longview Center,Albany_12201,NY
26469 Troy Park,Ravena_12143,NY
12 Corben Avenue,Dormansville_12055,NY
1376 Badeau Point,Guilderland Center_12085,NY
54 Crowley Hill,Albany_12223,NY
16 Kipling Circle,Albany_12211,NY
814 Pine View Park,Berne_12023,NY
689 Grim Point,Coeymans Hollow_12046,NY
6433 Huxley Plaza,Albany_12223,NY
59 Manitowish Parkway,Ravena_12143,NY
0 Toban Hill,Green Island_12183,NY
95 Sunnyside Street,Altamont_12009,NY
90637 Katie Park,Albany_12205,NY
7307 Shoshone Drive,Albany_12225,NY
345 Carpenter Point,Albany_12220,NY
17 Hallows Pass,Albany_12225,NY
6833 Gerald Circle,Feura Bush_12067,NY
48 Golf Course Crossing,Medusa_12120,NY
4065 Mariners Cove Hill,Watervliet_12189,NY
6847 Bultman Circle,Albany_12207,NY
187 Bellgrove Terrace,Coeymans_12045,NY
772 Sachtjen Circle,Albany_12210,NY
57186 Meadow Valley Trail,Feura Bush_12067,NY
363 Mifflin Court,Roessleville_12205,NY
19345 Manitowish Crossing,Green Island_12183,NY
5930 Clyde Gallagher Alley,Albany_12224,NY
78405 Tony Avenue,Guilderland Center_12085,NY
5549 Columbus Place,Albany_12211,NY
2 Mifflin Terrace,Coeymans Hollow_12046,NY
59 Maple Avenue,Troy_12183,NY
166 Northridge Park,Glenmont_12077,NY
71076 Eastwood Terrace,Cohoes_12047,NY
2763 Quincy Park,Newtonville_12110,NY
16 Continental Parkway,Albany_12212,NY
02 Warbler Avenue,Albany_12210,NY
491 Monica Way,Albany_12202,NY
5 Muir Street,Albany_12210,NY
66 Holy Cross Alley,Albany_12209,NY
8869 Merrick Court,Albany_12226,NY
957 Judy Court,Slingerlands_12159,NY
59 Bluejay Street,Roessleville_12205,NY
0902 American Ash Point,Albany_12209,NY
1353 Chinook Point,Albany_12212,NY
77 Meadow Ridge Point,Albany_12260,NY
4084 Glacier Hill Point,Albany_12205,NY
019 Grover Circle,Coeymans_12045,NY
75262 Blue Bill Park Trail,Delmar_12054,NY
46041 1st Terrace,Albany_12247,NY
9 Crowley Alley,Albany_12224,NY
836 Portage Junction,Feura Bush_12067,NY
3 Logan Court,Menands_12204,NY
62638 Moulton Junction,Delmar_12054,NY
5 Sutteridge Trail,Watervliet_12189,NY
6487 Clyde Gallagher Point,Selkirk_12158,NY
32139 Brentwood Crossing,Dormansville_12055,NY
08382 Commercial Hill,Albany_12211,NY
42 Steensland Street,Newtonville_12128,NY
496 Macpherson Circle,Albany_12212,NY
957 Miller Way,Albany_12220,NY
8 Lukken Pass,Albany_12209,NY
4124 Del Sol Place,Albany_12226,NY
45 Lukken Circle,Guilderland_12084,NY
226 Farwell Court,Albany_12224,NY
004 Sugar Point,Delmar_12054,NY
0 Messerschmidt Street,Albany_12211,NY
4 Vernon Road,Guilderland_12084,NY
2330 Bluejay Point,Albany_12223,NY
5191 Vidon Alley,Albany_12227,NY
294 Ridgeview Circle,Albany_12260,NY
2482 Farragut Plaza,Mckownville_12203,NY
0 Katie Circle,Albany_12224,NY
71977 Badeau Street,Albany_12260,NY
72 Scott Drive,Albany_12260,NY
7 Randy Avenue,Guilderland Center_12085,NY
24 Main Junction,Albany_12223,NY
18 Anzinger Place,Albany_12208,NY
98677 Vera Center,Albany_12220,NY
89 Milwaukee Junction,Albany_12207,NY
0486 Jay Junction,Preston Hollow_12469,NY
24814 Lerdahl Junction,Guilderland_12084,NY
8 Bultman Pass,Troy_12183,NY
569 Prentice Drive,Albany_12210,NY
2199 Darwin Pass,Latham_12128,NY
752 Vahlen Park,Colonie_12205,NY
1 Miller Trail,Guilderland_12084,NY
3387 Kipling Point,Albany_12220,NY
203 Steensland Lane,Selkirk_12158,NY
459 Welch Alley,Albany_12260,NY
8 Wayridge Lane,Menands_12204,NY
64197 Tennessee Circle,Albany_12212,NY
